idx,duration,result
0,1.1776247449997754,
1,0.8256187070001033,
2,0.7995404930006771,
3,0.8241011150003033,
4,0.8117715710004632,
5,0.8367227149992686,
6,0.8150765870004761,
7,0.8286115909995715,
8,0.838371355000163,
9,0.8109203470003195,
10,0.8176473949997671,
11,0.8278342889998385,
12,0.7964970359998915,
13,0.8212445259996457,
14,0.8124507819993596,
15,0.8452768870001819,
16,0.8625525110001036,
17,0.814875237000706,
18,0.823044898000262,
19,0.824775621000299,
20,0.858510256000045,
21,0.872941431000072,
22,0.8736695960005818,
23,0.8957869070000015,
24,0.8071200939994014,
25,0.8527621010007351,
26,0.8165382679999311,
27,0.8172634530001233,
28,0.805205663000379,
29,0.8479875630000606,
30,0.8409480090003854,
31,0.8356126799999402,
32,0.8568524399997841,
33,0.8671000479998838,
34,0.845913577999454,
35,0.8590989720005382,
36,0.8517464160004238,
37,0.8492797839999184,
38,0.8482843080000748,
39,0.85292781499993,
40,0.837691495999934,
41,0.8515207430000373,
42,0.8749973479998516,
43,0.8583245220006575,
44,0.8405425350001678,
45,0.8396964570001728,
46,0.8466359180001746,
47,0.8486405129997365,
48,0.8610883219998868,
49,0.8282487110000147,
50,0.8338453289998142,
51,0.830066462999639,
52,0.8377213409994511,
53,0.8228145530001711,
54,0.831126863999998,
55,0.8324620110006435,
56,0.8259727939994264,
57,0.836038563999864,
58,0.8136113629998363,
59,0.8198604140006864,
60,0.8349924500007546,
61,0.8452262889995836,
62,0.8627772970003207,
63,0.8560767569997552,
64,0.8516491050004333,
65,0.824531504999868,
66,0.811488852000366,
67,0.8377425080007015,
68,0.841232957000102,
69,0.8224208599995109,
70,0.8319716119995064,
71,0.8400451600000451,
72,0.8255745699998442,
73,0.8297335300003397,
74,0.8297119230001044,
75,0.8436957230005646,
76,0.8517465320001065,
77,0.81718137200005,
78,0.8210497780000878,
79,0.8424870740000188,
80,0.8700725979997515,
81,0.8351861129995086,
82,0.8519322199999806,
83,0.8617143720002787,
84,0.8301220269995611,
85,0.8580478619996939,
86,0.8272876650007674,
87,0.8556352949999564,
88,0.8670494030002374,
89,0.8225687290005226,
90,0.842892048000067,
91,0.8390866589998041,
92,0.8853482530003021,
93,0.9066807209992476,
94,0.8648231180004586,
95,0.8131003059997965,
96,0.8572802270000466,
97,0.854228219000106,
98,0.8779738110006292,
99,0.8093756059997759,
100,0.8315200039996853,
101,0.8365235440005563,
102,0.8453496749998521,
103,0.839447468999424,
104,0.8640954950005835,
105,0.832329130999824,holds
106,0.8228357220004909,holds
107,1.2172850150000158,holds
108,1.3102166290000241,holds
109,1.575640848999683,holds
110,1.7565664339999785,holds
111,1.9776552120001725,holds
112,2.0516554209998503,holds
113,2.2736902530004954,holds
114,2.4762102510003388,holds
115,2.661667479999778,holds
116,2.8824036670002897,holds
117,6.218749495999873,holds
118,6.791093791999629,holds
119,9.803904526999759,holds
120,10.953406859000097,holds
121,13.548939577000056,holds
122,15.19200599800024,holds
123,16.648887298999398,holds
124,19.179693034000593,holds
125,18.752413631999843,holds
126,20.78294546699999,holds
127,107.08280709399969,timeout
128,107.84672714999942,timeout
129,0.79394503200092,
130,2.2842985459992633,
131,3.073974109000119,
132,3.8208266950005054,
133,7.429800938998596,
134,9.326042980001148,
135,11.611629585999253,
136,13.111318249999385,
137,0.8195371729998442,
138,1.5816862480005511,
139,1.9016242769994278,
140,2.334005912000066,
141,2.7566657070001384,
142,3.1829646870010038,
143,3.3507230169998365,
144,3.8425092559991754,
145,8.221408729999894,
146,10.225100033998388,
147,12.26669426099943,
148,13.91590534199895,
149,16.271997257001203,
150,18.349299343000894,
151,20.270286806000513,
152,22.173861720000787,
153,25.421739674999117,
154,26.232504491001237,
155,28.4877256689997,
156,30.72614784899997,
157,32.61258151799848,
158,34.85862801700023,
159,36.34388922300059,
160,1.9869351590004953,
161,3.4466498930014495,
162,4.300779316001353,
163,5.115486811000665,
164,8.602103089000593,
165,10.542165101000137,
166,12.297355849001178,
167,14.055232995000551,
168,15.69899973199972,
169,17.681913915999758,
170,19.132816479999747,
171,2.4781636459993024,
172,3.253806798000369,
173,3.69178242199996,
174,4.075829646000784,
175,4.469586690000142,
176,4.856071383999733,
177,5.188840465001704,
178,5.604794155000491,
179,9.778527192000183,
180,11.934037439999884,
181,13.947765160999552,
182,15.69706877200042,
183,18.076930934999837,
184,20.231267683000624,
185,22.477005992999693,
186,24.569263524001144,
187,26.18096345000049,
188,28.7706506049999,
189,30.193621726000856,
190,32.25211689700154,
191,35.30610433699985,
192,36.674919347999094,
193,38.192511093000576,
